Mapping Coverage,37.67

Input Path,Failed Mapping Count
tradingEvent.agreementDate,11
onBehalfOf.partyReference.href,23
trade.tradeHeader.partyTradeInformation.category,74
trade.equityOption.extraordinaryEvents.additionalDisruptionEvents.insolvencyFiling,3
party.organizationType.organizationTypeScheme,22
trade.dividendSwapTransactionSupplement.dividendLeg.dividendPeriod.paymentDate.relativeDate.businessDayConvention,4
trade.tradeHeader.partyTradeInformation.reportingRegime.exceedsClearingThreshold,96
trade.tradeHeader.partyTradeInformation.verificationMethod,16
tradingEvent.eventType,19
trade.dividendSwapTransactionSupplement.dividendLeg.dividendPeriod.id,4
trade.tradeHeader.partyTradeInformation.reportingRegime.reportingPurpose,125
trade.returnSwap.returnLeg.underlyer.basket.basketConstituent.payerPartyReference.href,93
trade.tradeHeader.partyTradeInformation.offMarketPrice,3
trade.equityOption.equityExercise.equityValuation.valuationTimeType,5
trade.documentation.attachment.resourceId,1
correlationId.correlationIdScheme,7
trade.dividendSwapTransactionSupplement.multipleExchangeIndexAnnexFallback,2
trade.returnSwap.returnLeg.rateOfReturn.initialPrice.netPrice.priceExpression,2
trade.returnSwap.returnLeg.underlyer.basket.basketConstituent.underlyerPrice.netPrice.currency,24
trade.equityOption.embeddedOptionType,4
sequenceNumber,4
header.implementationSpecification.version,21
party.organizationType,48
trade.tradeHeader.partyTradeInformation.reportingRegime.entityClassification,192
trade.tradeHeader.partyTradeIdentifier.originatingTradeId.tradeId,2
trade.equityOption.extraordinaryEvents.nationalisationOrInsolvency,2
trade.returnSwap.returnLeg.underlyer.basket.basketConstituent.underlyerPrice.netPrice.amount,24
trade.equityOption.underlyer.basket.basketConstituent.receiverPartyReference.href,4
trade.dividendSwapTransactionSupplement.fixedLeg.terminationDate.adjustableDate.unadjustedDate,2
trade.equityOption.equityExercise.settlementMethodElectionDate.adjustableDate.unadjustedDate,2
trade.returnSwap.returnLeg.underlyer.basket.basketConstituent.underlyerFinancing.spreadSchedule.initialValue,93
trade.equityOption.extraordinaryEvents.representations.agreementsRegardingHedging,3
trade.tradeHeader.partyTradeInformation.executionVenueType,27
trade.equityOption.equityExercise.equityValuation.valuationDates.adjustableDates.dateAdjustments.businessDayConvention,2
trade.equityOption.equityEffectiveDate,4
trade.equityOption.extraordinaryEvents.additionalDisruptionEvents.hedgingDisruption,3
trade.tradeHeader.partyTradeIdentifier.originatingTradeId.issuer.issuerIdScheme,2
quote.quoteUnits,5
quote.time,18
quote.currency,1
asOfTime,18
trade.tradeHeader.partyTradeIdentifier.originatingTradeId.tradeId.tradeIdScheme,2
quote.value,5
trade.dividendSwapTransactionSupplement.fixedLeg.fixedPayment.paymentDate.period,2
trade.equityOption.extraordinaryEvents.additionalDisruptionEvents.changeInLaw,3
trade.equityOption.extraordinaryEvents.compositionOfCombinedConsideration,2
trade.equityOption.equityExercise.equityAmericanExercise.latestExerciseTimeType,2
trade.tradeHeader.partyTradeInformation.clearingStatus,24
trade.dividendSwapTransactionSupplement.dividendLeg.dividendPeriod.unadjustedStartDate.id,2
trade.tradeHeader.partyTradeInformation.clearingStatus.clearingStatusScheme,1
trade.documentation.attachment.resourceId.resourceIdScheme,1
trade.equityOption.equityExercise.settlementPriceSource,3
correlationId,7
trade.equityOption.extraordinaryEvents.indexAdjustmentEvents.indexModification,1
trade.returnSwap.returnLeg.underlyer.basket.basketConstituent.underlyerFinancing.receiverPartyReference.href,93
trade.dividendSwapTransactionSupplement.embeddedOptionType,2
trade.tradeHeader.partyTradeInformation.intentToAllocate,3
trade.equityOption.equityExercise.settlementMethodElectionDate.adjustableDate.dateAdjustments.businessDayConvention,2
trade.tradeHeader.partyTradeInformation.reportingRegime.mandatorilyClearable,217
trade.returnSwap.buyerPartyReference.href,12
trade.returnSwap.returnLeg.underlyer.basket.basketConstituent.underlyerFinancing.payerPartyReference.href,93
trade.returnSwap.returnLeg.underlyer.basket.basketConstituent.underlyerNotional.currency,25
trade.equityOption.underlyer.basket.basketConstituent.payerPartyReference.href,4
trade.dividendSwapTransactionSupplement.fixedLeg.fixedPayment.paymentDate.periodMultiplier,2
trade.tradeHeader.partyTradeInformation.category.categoryScheme,74
trade.equityOption.extraordinaryEvents.additionalDisruptionEvents.increasedCostOfStockBorrow,3
trade.returnSwap.sellerPartyReference.href,12
trade.equityOption.feature.asian.averagingPeriodOut.averagingObservations.averagingObservation.weight,1
trade.equityOption.extraordinaryEvents.additionalDisruptionEvents.failureToDeliver,3
trade.equityOption.equityExercise.equityValuation.valuationDates.adjustableDates.dateAdjustments.businessCenters.businessCenter,2
trade.returnSwap.returnLeg.underlyer.basket.basketConstituent.underlyerPrice.determinationMethod,64
